2022-05-27 16:54:57.605343	https://www.encodeproject.org/report/?type=Experiment&status=released&internal_tags=RushAD&limit=all
ID	Accession	Assay name	Assay title	Target	Target of assay	Target gene symbol	Biosample summary	Biosample term name	Dbxrefs	Description	Lab	Project	Status	Files	Related series	Biosample accession	Biological replicate	Technical replicate	Linked antibody	Organism	Life stage	Biosample age	Biosample treatment	Biosample treatment ontology ID	Biosample treatment amount	Biosample treatment amount units	Biosample treatment duration	Biosample treatment duration units	Synchronization	Post-synchronization time	Post-synchronization time units	Biosample modification site target organism	Biosample modification site introduced gene organism	Replicates	Mixed biosamples	Cellular component	Library construction platform	Library construction method
/experiments/ENCSR610UDC/	ENCSR610UDC	ChIP-seq	TF ChIP-seq	/targets/CTCF-human/	CTCF	CTCF	Homo sapiens middle frontal area 46 tissue female adult (87 years)	middle frontal area 46	GEO:GSE187653	CTCF ChIP-seq on middle frontal area 46 tissue female adult (87 years)	Bradley Bernstein, Broad	ENCODE	released	/files/ENCFF106QDC/,/files/ENCFF850AZU/,/files/ENCFF642ZCT/,/files/ENCFF014POW/,/files/ENCFF553MOX/,/files/ENCFF326HNC/,/files/ENCFF184QSY/,/files/ENCFF018AXD/,/files/ENCFF151KEM/,/files/ENCFF729DUW/,/files/ENCFF596KEX/,/files/ENCFF980LAY/,/files/ENCFF159HAR/,/files/ENCFF422EHF/,/files/ENCFF265AZL/	/disease-series/ENCSR213OJC/	ENCBS733LER	1	1,2	ENCAB719MQZ	Homo sapiens	adult	87 years												/replicates/bd812c48-7478-495b-a725-97a7e1f6082c/,/replicates/aa0047c6-fc50-46bb-8929-767e336b863b/				
/experiments/ENCSR151NEZ/	ENCSR151NEZ	ChIP-seq	Control ChIP-seq				Homo sapiens middle frontal area 46 tissue female adult (89 years)	middle frontal area 46	GEO:GSE175020	Control ChIP-seq on dorsolateral prefrontal cortex tissue female adult (89 years) originated from dorsolateral prefrontal cortex	Bradley Bernstein, Broad	ENCODE	released	/files/ENCFF812VOG/,/files/ENCFF728XIW/,/files/ENCFF259TQS/,/files/ENCFF192KSU/,/files/ENCFF878IDJ/,/files/ENCFF363TFA/,/files/ENCFF983VSZ/,/files/ENCFF689KMB/,/files/ENCFF177MUO/,/files/ENCFF306SPX/,/files/ENCFF503MWS/,/files/ENCFF296YPA/,/files/ENCFF398RXS/,/files/ENCFF597OCU/	/disease-series/ENCSR690CKS/	ENCBS738TIQ	1	2,1		Homo sapiens	adult	89 years												/replicates/18b0e353-312d-45cc-a65e-98261f6fba32/,/replicates/ec8d7021-a9c9-48cc-916a-da4fb90ce318/				
/experiments/ENCSR344PHP/	ENCSR344PHP	ChIP-seq	Histone ChIP-seq	/targets/H3K27ac-human/	H3K27ac	HIST2H3A,HIST2H3D,HIST2H3C	Homo sapiens middle frontal area 46 tissue female adult (88 years)	middle frontal area 46	GEO:GSE175186	H3K27ac ChIP-seq on dorsolateral prefrontal cortex tissue female adult (88 years) originated from dorsolateral prefrontal cortex	Bradley Bernstein, Broad	ENCODE	released	/files/ENCFF882CQR/,/files/ENCFF164PYC/,/files/ENCFF903IXW/,/files/ENCFF470ROY/,/files/ENCFF545OQB/,/files/ENCFF676TWB/,/files/ENCFF008HVN/,/files/ENCFF505RUC/,/files/ENCFF918FSP/,/files/ENCFF712CHB/,/files/ENCFF183BLP/,/files/ENCFF140CPL/,/files/ENCFF055PAD/,/files/ENCFF371ZKC/	/disease-series/ENCSR153WCK/	ENCBS844HXF	1	2,1	ENCAB101KHB	Homo sapiens	adult	88 years												/replicates/bbcac885-b2d5-4601-94bf-f0ec8109adf4/,/replicates/c49a2b6b-8f5a-4a9e-90f2-a4f198cf1347/				
/experiments/ENCSR802NBC/	ENCSR802NBC	DNase-seq	DNase-seq				Homo sapiens with Alzheimer's disease; head of caudate nucleus tissue female adult (90 or above years)	head of caudate nucleus	GEO:GSE188018		John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF869GQY/,/files/ENCFF894FCI/,/files/ENCFF710JVN/,/files/ENCFF636WJJ/,/files/ENCFF984VMK/,/files/ENCFF334PXE/,/files/ENCFF918PSJ/,/files/ENCFF304QFY/,/files/ENCFF460RTO/,/files/ENCFF360SZQ/,/files/ENCFF689KOY/,/files/ENCFF510VDM/,/files/ENCFF973NVP/,/files/ENCFF287ILC/,/files/ENCFF027RPR/,/files/ENCFF374CTH/	/disease-series/ENCSR877WHZ/	ENCBS867PSC	1	1		Homo sapiens	adult	90 or above years												/replicates/34009aab-0e59-4967-86df-b74edf4bfb90/				
/experiments/ENCSR668QQL/	ENCSR668QQL	ChIP-seq	Histone ChIP-seq	/targets/H3K4me3-human/	H3K4me3	HIST2H3A,HIST2H3D,HIST2H3C	Homo sapiens with mild cognitive impairment; middle frontal area 46 tissue female adult (90 or above years)	middle frontal area 46	GEO:GSE188009	H3K4me3 ChIP-seq on middle frontal area 46 tissue female adult (90 or above years) with mild cognitive impairment	Bradley Bernstein, Broad	ENCODE	released	/files/ENCFF481ZGS/,/files/ENCFF932HPS/,/files/ENCFF330VJT/,/files/ENCFF720NLT/,/files/ENCFF131KPG/,/files/ENCFF731KIS/,/files/ENCFF228UKY/,/files/ENCFF972GSB/,/files/ENCFF495VQK/,/files/ENCFF424XFG/,/files/ENCFF525DUO/,/files/ENCFF458CWO/,/files/ENCFF978FLE/,/files/ENCFF507KAZ/	/disease-series/ENCSR240SWE/	ENCBS034DIU	1	1,2	ENCAB140BWE	Homo sapiens	adult	90 or above years												/replicates/612894a6-28c1-41d1-bcd8-289e2d677399/,/replicates/b57e1236-7c1e-443d-93b2-0cde0d81bd60/				
/experiments/ENCSR813KUE/	ENCSR813KUE	ChIP-seq	TF ChIP-seq	/targets/CTCF-human/	CTCF	CTCF	Homo sapiens middle frontal area 46 tissue male adult (78 years)	middle frontal area 46	GEO:GSE188038	CTCF ChIP-seq on dorsolateral prefrontal cortex tissue male adult (78 years) originated from dorsolateral prefrontal cortex	Bradley Bernstein, Broad	ENCODE	released	/files/ENCFF203WOI/,/files/ENCFF521VIX/,/files/ENCFF879NMD/,/files/ENCFF106UFV/,/files/ENCFF897JSQ/,/files/ENCFF884ZFQ/,/files/ENCFF422GVK/,/files/ENCFF282XRJ/,/files/ENCFF149PUN/,/files/ENCFF298FKN/,/files/ENCFF693AEK/,/files/ENCFF512PKN/,/files/ENCFF809GOS/,/files/ENCFF474PTR/,/files/ENCFF415TKA/	/disease-series/ENCSR524PTS/	ENCBS375CUK	1	1,2	ENCAB719MQZ	Homo sapiens	adult	78 years												/replicates/54525471-0ec0-46f1-8a32-e3533b7cef34/,/replicates/d03b9694-c6a6-4397-b04d-a351bc59efc3/				
/experiments/ENCSR369RRE/	ENCSR369RRE	ChIP-seq	TF ChIP-seq	/targets/CTCF-human/	CTCF	CTCF	Homo sapiens with Alzheimer's disease; middle frontal area 46 tissue female adult (74 years)	middle frontal area 46	GEO:GSE187313	CTCF ChIP-seq on dorsolateral prefrontal cortex tissue female adult (74 years) originated from dorsolateral prefrontal cortex	Bradley Bernstein, Broad	ENCODE	released	/files/ENCFF922WTS/,/files/ENCFF576KWW/,/files/ENCFF856ULN/,/files/ENCFF648DXS/,/files/ENCFF252JED/,/files/ENCFF821NTR/,/files/ENCFF218GYV/,/files/ENCFF803KJT/,/files/ENCFF326PAG/,/files/ENCFF433UFM/,/files/ENCFF859BMF/,/files/ENCFF873GEN/,/files/ENCFF128VSL/,/files/ENCFF577ASN/,/files/ENCFF125TNM/	/disease-series/ENCSR490MDU/	ENCBS242LMI	1	1,2	ENCAB719MQZ	Homo sapiens	adult	74 years												/replicates/e3a70b89-7ba6-4bf7-a4d1-0097e49132ea/,/replicates/2476a5d9-a7e5-4f66-abfb-2eeded40995f/				
/experiments/ENCSR516RTV/	ENCSR516RTV	DNase-seq	DNase-seq				Homo sapiens with Cognitive impairment; head of caudate nucleus tissue female adult (90 or above years)	head of caudate nucleus	GEO:GSE170438		John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF407OKN/,/files/ENCFF997DNZ/,/files/ENCFF032URK/,/files/ENCFF980LLI/,/files/ENCFF426CKX/,/files/ENCFF872OWP/,/files/ENCFF695YHT/,/files/ENCFF902XWO/,/files/ENCFF573DDB/,/files/ENCFF717PYM/,/files/ENCFF196CBF/,/files/ENCFF752PPV/,/files/ENCFF915BNW/,/files/ENCFF221IWR/,/files/ENCFF135RIW/,/files/ENCFF080HUV/	/disease-series/ENCSR186NTN/	ENCBS822TVN	1	1		Homo sapiens	adult	90 or above years												/replicates/86878a44-9818-4323-83a4-d1a95b03d98e/				
/experiments/ENCSR039TGB/	ENCSR039TGB	ChIP-seq	Histone ChIP-seq	/targets/H3K27me3-human/	H3K27me3	HIST2H3A,HIST2H3D,HIST2H3C	Homo sapiens middle frontal area 46 tissue male adult (78 years)	middle frontal area 46	GEO:GSE174937	H3K27me3 ChIP-seq on dorsolateral prefrontal cortex tissue male adult (78 years) originated from dorsolateral prefrontal cortex	Bradley Bernstein, Broad	ENCODE	released	/files/ENCFF361APL/,/files/ENCFF230FPM/,/files/ENCFF092KFD/,/files/ENCFF291LNA/,/files/ENCFF622LPL/,/files/ENCFF426KLW/,/files/ENCFF191YXD/,/files/ENCFF783SQZ/,/files/ENCFF321ZZK/,/files/ENCFF105GSS/,/files/ENCFF310EGH/,/files/ENCFF241CCA/,/files/ENCFF948BDI/,/files/ENCFF006KMI/	/disease-series/ENCSR524PTS/	ENCBS375CUK	1	1,2	ENCAB009VWX	Homo sapiens	adult	78 years												/replicates/23b20690-1da4-4125-9092-e88e4d392d36/,/replicates/34b185e1-b053-4d29-8603-c6a525ee4a51/				
/experiments/ENCSR095NSV/	ENCSR095NSV	ChIP-seq	Histone ChIP-seq	/targets/H3K27me3-human/	H3K27me3	HIST2H3A,HIST2H3D,HIST2H3C	Homo sapiens with Cognitive impairment; middle frontal area 46 tissue female adult (86 years)	middle frontal area 46	GEO:GSE174974	H3K27me3 ChIP-seq on dorsolateral prefrontal cortex tissue female adult (86 years) originated from dorsolateral prefrontal cortex	Bradley Bernstein, Broad	ENCODE	released	/files/ENCFF606IDV/,/files/ENCFF975NWB/,/files/ENCFF054ALX/,/files/ENCFF569BNP/,/files/ENCFF688CSS/,/files/ENCFF513MWS/,/files/ENCFF271WAQ/,/files/ENCFF226HZX/,/files/ENCFF386SGX/,/files/ENCFF330KPG/,/files/ENCFF376NJO/,/files/ENCFF285KJE/,/files/ENCFF091AQH/,/files/ENCFF898HJF/,/files/ENCFF600JRM/,/files/ENCFF333CDF/,/files/ENCFF258VXT/,/files/ENCFF230CFS/	/disease-series/ENCSR216RSV/	ENCBS821RYQ	1	2,1	ENCAB009VWX	Homo sapiens	adult	86 years												/replicates/de52f5bb-42ef-4bb6-a386-088d1b929f1a/,/replicates/c114977f-2af8-4d6b-9e1a-cb917d3f7b96/				
/experiments/ENCSR935EPK/	ENCSR935EPK	ChIP-seq	Histone ChIP-seq	/targets/H3K4me3-human/	H3K4me3	HIST2H3A,HIST2H3D,HIST2H3C	Homo sapiens with mild cognitive impairment; middle frontal area 46 tissue female adult (87 years)	middle frontal area 46	GEO:GSE175330	H3K4me3 ChIP-seq on dorsolateral prefrontal cortex tissue female adult (87 years) originated from dorsolateral prefrontal cortex	Bradley Bernstein, Broad	ENCODE	released	/files/ENCFF460CXV/,/files/ENCFF405LMQ/,/files/ENCFF138VYW/,/files/ENCFF212KXN/,/files/ENCFF955TNS/,/files/ENCFF559TBT/,/files/ENCFF800LQN/,/files/ENCFF147QUZ/,/files/ENCFF009QWW/,/files/ENCFF127DBK/,/files/ENCFF446JWB/,/files/ENCFF299AOR/,/files/ENCFF346IUB/,/files/ENCFF331TRV/	/disease-series/ENCSR163YED/	ENCBS401VAK	1	1,2	ENCAB140BWE	Homo sapiens	adult	87 years												/replicates/d865682d-89b9-43c6-bb9c-0b51080817bf/,/replicates/c05043e8-1264-4c7c-a0ca-0df7eb064d97/				
/experiments/ENCSR064QOA/	ENCSR064QOA	ChIP-seq	Histone ChIP-seq	/targets/H3K27me3-human/	H3K27me3	HIST2H3A,HIST2H3D,HIST2H3C	Homo sapiens with mild cognitive impairment; middle frontal area 46 tissue female adult (90 or above years)	middle frontal area 46	GEO:GSE174956	H3K27me3 ChIP-seq on dorsolateral prefrontal cortex tissue female adult (90 or above years) originated from dorsolateral prefrontal cortex	Bradley Bernstein, Broad	ENCODE	released	/files/ENCFF849DJQ/,/files/ENCFF339GCE/,/files/ENCFF436LXZ/,/files/ENCFF173DKT/,/files/ENCFF235IAL/,/files/ENCFF967RSK/,/files/ENCFF796QIN/,/files/ENCFF869HMH/,/files/ENCFF544YTK/,/files/ENCFF860PKW/,/files/ENCFF447KWN/,/files/ENCFF093RXL/,/files/ENCFF396UEE/,/files/ENCFF777WKR/	/disease-series/ENCSR586ZNN/	ENCBS152TRC	1	1,2	ENCAB009VWX	Homo sapiens	adult	90 or above years												/replicates/429e9e4b-8c6d-45aa-872b-ec31a415c3c4/,/replicates/8e1fa66e-86ab-46e2-9f71-1decd11267ce/				
/experiments/ENCSR153LYY/	ENCSR153LYY	ChIP-seq	Control ChIP-seq				Homo sapiens with mild cognitive impairment; middle frontal area 46 tissue female adult (90 or above years)	middle frontal area 46	GEO:GSE175022	Control ChIP-seq on dorsolateral prefrontal cortex tissue female adult (90 or above years) originated from dorsolateral prefrontal cortex	Bradley Bernstein, Broad	ENCODE	released	/files/ENCFF835KRD/,/files/ENCFF607DMU/,/files/ENCFF818QGE/,/files/ENCFF040BUZ/,/files/ENCFF066YNI/,/files/ENCFF755ZJW/,/files/ENCFF243VXE/,/files/ENCFF109LMF/,/files/ENCFF076CST/,/files/ENCFF981ZHO/	/disease-series/ENCSR580PIT/	ENCBS835TES	1	1,2		Homo sapiens	adult	90 or above years												/replicates/37b1b614-083c-498a-9826-b4b9631953dd/,/replicates/805ead7b-2abf-43a7-81e0-dd07fcb951f6/				
/experiments/ENCSR732BRB/	ENCSR732BRB	ChIP-seq	Control ChIP-seq				Homo sapiens with Alzheimer's disease, Cognitive impairment; middle frontal area 46 tissue female adult (90 or above years)	middle frontal area 46	GEO:GSE187992	Control ChIP-seq on middle frontal area 46 tissue female adult (90 or above years) with Alzheimer's disease, Cognitive impairment.	Bradley Bernstein, Broad	ENCODE	released	/files/ENCFF928LXR/,/files/ENCFF368TFJ/,/files/ENCFF968JJZ/,/files/ENCFF082AEM/,/files/ENCFF022KLQ/,/files/ENCFF808ANM/,/files/ENCFF081REG/,/files/ENCFF057EWO/,/files/ENCFF247IJT/,/files/ENCFF160VTF/,/files/ENCFF751ZMP/,/files/ENCFF626IQA/,/files/ENCFF996EMO/,/files/ENCFF229QPQ/		ENCBS587MGS	1	1,2		Homo sapiens	adult	90 or above years												/replicates/da9ae03f-68f6-4da5-8957-a6a2030859a2/,/replicates/bb2054d0-eda3-4e28-ab04-98d1959c565a/				
/experiments/ENCSR870NCA/	ENCSR870NCA	ChIP-seq	Histone ChIP-seq	/targets/H3K27me3-human/	H3K27me3	HIST2H3A,HIST2H3D,HIST2H3C	Homo sapiens middle frontal area 46 tissue male adult (84 years)	middle frontal area 46	GEO:GSE187826	H3K27me3 ChIP-seq on middle frontal area 46 tissue male adult (84 years).	Bradley Bernstein, Broad	ENCODE	released	/files/ENCFF662NKD/,/files/ENCFF690UJM/,/files/ENCFF073UMQ/,/files/ENCFF092IHA/,/files/ENCFF986IXM/,/files/ENCFF964NEQ/,/files/ENCFF786NSI/,/files/ENCFF616VPW/,/files/ENCFF697CXW/,/files/ENCFF619FYX/,/files/ENCFF987VYP/,/files/ENCFF462SHU/,/files/ENCFF938UZW/,/files/ENCFF877AFT/		ENCBS158KQX	1	2,1	ENCAB009VWX	Homo sapiens	adult	84 years												/replicates/66842e71-3b20-4ea8-bd35-4a5a74d2be4c/,/replicates/f655d24a-bc64-40a6-ade1-f46656c4bcd8/				
/experiments/ENCSR016JFP/	ENCSR016JFP	ChIP-seq	Histone ChIP-seq	/targets/H3K27me3-human/	H3K27me3	HIST2H3A,HIST2H3D,HIST2H3C	Homo sapiens with Alzheimer's disease; middle frontal area 46 tissue female adult (88 years)	middle frontal area 46	GEO:GSE187117	H3K27me3 ChIP-seq on middle frontal area 46 tissue female adult (88 years) with Alzheimer's disease.	Bradley Bernstein, Broad	ENCODE	released	/files/ENCFF405MQU/,/files/ENCFF339EEM/,/files/ENCFF470AFH/,/files/ENCFF406BJC/,/files/ENCFF653ITF/,/files/ENCFF751MIC/,/files/ENCFF907QUM/,/files/ENCFF770CRC/,/files/ENCFF808DKL/,/files/ENCFF436HTI/,/files/ENCFF259NBR/,/files/ENCFF801WPO/,/files/ENCFF126SKX/,/files/ENCFF688TUD/,/files/ENCFF318YRT/,/files/ENCFF734GSU/,/files/ENCFF171HRN/,/files/ENCFF464YCM/,/files/ENCFF233KRZ/,/files/ENCFF038JPE/,/files/ENCFF552CDI/,/files/ENCFF370APQ/		ENCBS995IIS	1	1,2	ENCAB009VWX	Homo sapiens	adult	88 years												/replicates/3431c1bf-ef82-4d0c-8b7b-f3c2e79e3ca6/,/replicates/a17a39e6-358e-44b7-ada2-f61fc9be936e/				
/experiments/ENCSR152MAZ/	ENCSR152MAZ	ChIP-seq	Histone ChIP-seq	/targets/H3K27ac-human/	H3K27ac	HIST2H3A,HIST2H3D,HIST2H3C	Homo sapiens with Alzheimer's disease; middle frontal area 46 tissue female adult (86 years)	middle frontal area 46	GEO:GSE187128	H3K27ac ChIP-seq on middle frontal area 46 tissue female adult (86 years) with Alzheimer's disease.	Bradley Bernstein, Broad	ENCODE	released	/files/ENCFF921ZRQ/,/files/ENCFF617KJE/,/files/ENCFF923FXI/,/files/ENCFF274PSU/,/files/ENCFF848RWQ/,/files/ENCFF574UYY/,/files/ENCFF116BHC/,/files/ENCFF149YID/,/files/ENCFF312DIC/,/files/ENCFF685BLE/,/files/ENCFF609KVX/,/files/ENCFF342AQY/,/files/ENCFF327TYG/,/files/ENCFF283LVU/		ENCBS797LUE	1	1,2	ENCAB101KHB	Homo sapiens	adult	86 years												/replicates/70cab275-7252-477c-b667-42a4b9aa68d5/,/replicates/937ac93f-b351-482f-b157-ae03891f4be1/				
/experiments/ENCSR190FSS/	ENCSR190FSS	ChIP-seq	Histone ChIP-seq	/targets/H3K27me3-human/	H3K27me3	HIST2H3A,HIST2H3D,HIST2H3C	Homo sapiens with Alzheimer's disease, Cognitive impairment; middle frontal area 46 tissue female adult (90 or above years)	middle frontal area 46	GEO:GSE187258	H3K27me3 ChIP-seq on middle frontal area 46 tissue female adult (90 or above years) with Alzheimer's disease, Cognitive impairment.	Bradley Bernstein, Broad	ENCODE	released	/files/ENCFF100GQB/,/files/ENCFF264ZMD/,/files/ENCFF225KIX/,/files/ENCFF885BCG/,/files/ENCFF216BIS/,/files/ENCFF231YYW/,/files/ENCFF879XOF/,/files/ENCFF827MPV/,/files/ENCFF240VNZ/,/files/ENCFF698LGR/,/files/ENCFF434GIF/,/files/ENCFF921KEF/,/files/ENCFF107EUG/,/files/ENCFF656CLB/,/files/ENCFF082HRF/,/files/ENCFF768SOG/,/files/ENCFF495WUY/,/files/ENCFF370FQH/		ENCBS587MGS	1	1,2	ENCAB009VWX	Homo sapiens	adult	90 or above years												/replicates/f9417990-2b4a-4855-b998-62d7a96111fd/,/replicates/f2dbb12e-330e-41d2-8349-d7eab089067a/				
/experiments/ENCSR814KSK/	ENCSR814KSK	ChIP-seq	Histone ChIP-seq	/targets/H3K27ac-human/	H3K27ac	HIST2H3A,HIST2H3D,HIST2H3C	Homo sapiens middle frontal area 46 tissue male adult (82 years)	middle frontal area 46	GEO:GSE188039	H3K27ac ChIP-seq on middle frontal area 46 tissue male adult (82 years).	Bradley Bernstein, Broad	ENCODE	released	/files/ENCFF621GLL/,/files/ENCFF482TQU/,/files/ENCFF522RSK/,/files/ENCFF746HHH/,/files/ENCFF168CWR/,/files/ENCFF399FKX/,/files/ENCFF428EKH/,/files/ENCFF707PJC/,/files/ENCFF272DJL/,/files/ENCFF406PAL/,/files/ENCFF407LFW/,/files/ENCFF478VAA/,/files/ENCFF540ROF/,/files/ENCFF581YQU/		ENCBS145CHN	1	2,1	ENCAB101KHB	Homo sapiens	adult	82 years												/replicates/007f0b3b-5e29-442f-9521-ef10151a8b01/,/replicates/01e54215-6191-4057-a794-06533ee71ffa/				
/experiments/ENCSR059ETS/	ENCSR059ETS	DNase-seq	DNase-seq				Homo sapiens posterior cingulate gyrus tissue female adult (85 years)	posterior cingulate gyrus	GEO:GSE187219		John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF792GBS/,/files/ENCFF970JNT/,/files/ENCFF700LEG/,/files/ENCFF469QJN/,/files/ENCFF786KBU/,/files/ENCFF209BDM/,/files/ENCFF609FQX/,/files/ENCFF921WSA/,/files/ENCFF917VZD/,/files/ENCFF963QGY/,/files/ENCFF124CVB/,/files/ENCFF089JHA/,/files/ENCFF867XKB/,/files/ENCFF979EEP/,/files/ENCFF826MXH/,/files/ENCFF900YTP/		ENCBS303JLZ	1	1		Homo sapiens	adult	85 years												/replicates/a9251f5f-3499-4eb4-80a4-3bf90973fd0a/				
/experiments/ENCSR772LYM/	ENCSR772LYM	ChIP-seq	Control ChIP-seq				Homo sapiens middle frontal area 46 tissue male adult (83 years)	middle frontal area 46		Control ChIP-seq on middle frontal area 46 tissue male adult (83 years).	Bradley Bernstein, Broad	ENCODE	released	/files/ENCFF481YBY/,/files/ENCFF324SQL/,/files/ENCFF275KRJ/,/files/ENCFF985HZM/,/files/ENCFF786TAN/,/files/ENCFF017LOW/,/files/ENCFF339WTZ/,/files/ENCFF946MZL/,/files/ENCFF649FOV/,/files/ENCFF402IKT/		ENCBS485UEI	1	2,1		Homo sapiens	adult	83 years												/replicates/5e041a13-2a60-4ab8-8a9e-8703e5fa093e/,/replicates/231c9c6d-cea7-4ff1-91e7-31baad482b61/				
/experiments/ENCSR931QOV/	ENCSR931QOV	ChIP-seq	Histone ChIP-seq	/targets/H3K27me3-human/	H3K27me3	HIST2H3A,HIST2H3D,HIST2H3C	Homo sapiens with Alzheimer's disease; middle frontal area 46 tissue female adult (85 years)	middle frontal area 46	GEO:GSE188135	H3K27me3 ChIP-seq on middle frontal area 46 tissue female adult (85 years) with Alzheimer's disease.	Bradley Bernstein, Broad	ENCODE	released	/files/ENCFF298SGU/,/files/ENCFF608YBZ/,/files/ENCFF524XTX/,/files/ENCFF414OSI/,/files/ENCFF077NRW/,/files/ENCFF686ZGQ/,/files/ENCFF895NDQ/,/files/ENCFF746LLU/,/files/ENCFF272FIO/,/files/ENCFF708FIQ/,/files/ENCFF360AZM/,/files/ENCFF214QIV/,/files/ENCFF542BQU/,/files/ENCFF923EOL/		ENCBS368SHA	1	2,1	ENCAB009VWX	Homo sapiens	adult	85 years												/replicates/e5c54099-b633-4860-883a-7c95eb1b57c5/,/replicates/881cbc9a-fc3c-48db-b874-323141f56ec1/				
/experiments/ENCSR511PFY/	ENCSR511PFY	DNase-seq	DNase-seq				Homo sapiens with Alzheimer's disease; head of caudate nucleus tissue male adult (90 or above years)	head of caudate nucleus	GEO:GSE187522		John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF160IZW/,/files/ENCFF842IUG/,/files/ENCFF777YJO/,/files/ENCFF021NMU/,/files/ENCFF345VPK/,/files/ENCFF279NKK/,/files/ENCFF861HYY/,/files/ENCFF500LQW/,/files/ENCFF739XZU/,/files/ENCFF191OZX/,/files/ENCFF909BTH/,/files/ENCFF670LSB/,/files/ENCFF832SMZ/,/files/ENCFF086YTT/,/files/ENCFF687KZW/,/files/ENCFF786AQQ/		ENCBS116GVY	1	1		Homo sapiens	adult	90 or above years												/replicates/319d1576-8255-4af7-ba48-35410be9767d/				
/experiments/ENCSR060MAU/	ENCSR060MAU	ChIP-seq	Histone ChIP-seq	/targets/H3K4me3-human/	H3K4me3	HIST2H3A,HIST2H3D,HIST2H3C	Homo sapiens with mild cognitive impairment; middle frontal area 46 tissue female adult (90 or above years)	middle frontal area 46	GEO:GSE187229	H3K4me3 ChIP-seq on middle frontal area 46 tissue female adult (90 or above years) with mild cognitive impairment.	Bradley Bernstein, Broad	ENCODE	released	/files/ENCFF539DTD/,/files/ENCFF087FRI/,/files/ENCFF667VYU/,/files/ENCFF848ETS/,/files/ENCFF509UBB/,/files/ENCFF155BVF/,/files/ENCFF793WBY/,/files/ENCFF004ENP/,/files/ENCFF685RZU/,/files/ENCFF189BNH/,/files/ENCFF441JDP/,/files/ENCFF429IIN/,/files/ENCFF005XED/,/files/ENCFF064LIR/,/files/ENCFF942HSC/,/files/ENCFF631NFV/,/files/ENCFF499ALA/,/files/ENCFF879DRS/,/files/ENCFF283XZT/,/files/ENCFF118TRJ/,/files/ENCFF751BEG/,/files/ENCFF944QAD/		ENCBS791EVU	1	2,1	ENCAB140BWE	Homo sapiens	adult	90 or above years												/replicates/d8b559b9-8043-4fbe-bee2-e18102c9eb69/,/replicates/74891007-73cb-464d-8e55-f8e7e2865211/				
/experiments/ENCSR979OTM/	ENCSR979OTM	ChIP-seq	Histone ChIP-seq	/targets/H3K27me3-human/	H3K27me3	HIST2H3A,HIST2H3D,HIST2H3C	Homo sapiens middle frontal area 46 tissue female adult (90 or above years)	middle frontal area 46	GEO:GSE187919	H3K27me3 ChIP-seq on middle frontal area 46 tissue female adult (90 or above years).	Bradley Bernstein, Broad	ENCODE	released	/files/ENCFF756XLR/,/files/ENCFF075JZI/,/files/ENCFF578YEJ/,/files/ENCFF198YEX/,/files/ENCFF478JGA/,/files/ENCFF201TEM/,/files/ENCFF747EOS/,/files/ENCFF093IMP/,/files/ENCFF649KSO/,/files/ENCFF822PTI/,/files/ENCFF055LUU/,/files/ENCFF768PMC/,/files/ENCFF710FUW/,/files/ENCFF277DUM/		ENCBS498VBI	1	1,2	ENCAB009VWX	Homo sapiens	adult	90 or above years												/replicates/6fdc91fb-e532-49aa-98a8-fa70803493b7/,/replicates/1e86267d-6061-4dd5-8552-f47dba5f607d/				
/experiments/ENCSR690CVL/	ENCSR690CVL	DNase-seq	DNase-seq				Homo sapiens with Alzheimer's disease; posterior cingulate gyrus tissue female adult (90 or above years)	posterior cingulate gyrus	GEO:GSE188181		John Stamatoyannopoulos, UW	ENCODE	released	/files/ENCFF533KFD/,/files/ENCFF197XRF/,/files/ENCFF926AKF/,/files/ENCFF859APD/,/files/ENCFF821GYR/,/files/ENCFF002OZQ/,/files/ENCFF438ZFY/,/files/ENCFF431MLD/,/files/ENCFF030QSS/,/files/ENCFF404MXZ/,/files/ENCFF924FQS/,/files/ENCFF118GQX/,/files/ENCFF434GJJ/,/files/ENCFF197ZHC/,/files/ENCFF108TMD/,/files/ENCFF538ZXS/		ENCBS520XHP	1	1		Homo sapiens	adult	90 or above years												/replicates/9d1929f9-6d47-46d6-bb84-bd6c33df86e3/				
